"","CustomerID","freq","Total_Sales","Total_Quantity","Country","Classification"
"2609",15891,62,524.52,442,"United Kingdom","Lead"
"1019",13721,28,524.14,316,"United Kingdom","Lead"
"3636",17329,33,523.11,142,"United Kingdom","Lead"
"3335",16892,98,523.04,237,"United Kingdom","Lead"
"4145",18017,3,523,300,"United Kingdom","Lead"
"1852",14871,98,522.38,185,"United Kingdom","Lead"
"3240",16763,22,522.15,313,"United Kingdom","Lead"
"406",12863,5,521.2,188,"United Kingdom","Lead"
"2057",15149,23,520.8,128,"United Kingdom","Lead"
"1853",14873,28,519.68,168,"United Kingdom","Lead"
"179",12571,34,519.61,523,"France","Lead"
"964",13643,28,519.44,273,"United Kingdom","Lead"
"3384",16955,25,518.67,266,"United Kingdom","Lead"
"3153",16650,24,518.42,372,"United Kingdom","Lead"
"1958",15030,7,518.28,372,"United Kingdom","Lead"
"2781",16135,21,517.55,209,"United Kingdom","Lead"
"3733",17454,61,517.53,243,"United Kingdom","Lead"
"4279",18205,32,517.36,192,"United Kingdom","Lead"
"531",13043,13,516.42,254,"United Kingdom","Lead"
"2603",15882,23,516.36,276,"United Kingdom","Lead"
"2549",15809,35,515.77,301,"United Kingdom","Lead"
"3613",17290,101,515.29,403,"United Kingdom","Lead"
"366",12811,31,514.85,230,"Portugal","Lead"
"3192",16706,122,514.4,248,"United Kingdom","Lead"
"2130",15246,33,514.15,247,"United Kingdom","Lead"
"506",13005,26,513.7,172,"United Kingdom","Lead"
"1414",14265,30,513.23,329,"Unspecified","Lead"
"3775",17513,6,513.2,254,"United Kingdom","Lead"
"3991",17805,10,512.31,478,"United Kingdom","Lead"
"3750",17480,29,511.82,338,"United Kingdom","Lead"
"189",12582,22,511.36,300,"Finland","Lead"
"1834",14851,28,511.35,325,"United Kingdom","Lead"
"3092",16561,31,511.12,244,"United Kingdom","Lead"
"2247",15406,53,510.71,254,"United Kingdom","Lead"
"75",12436,16,509.01,211,"Norway","Lead"
"3339",16898,162,508.81,419,"United Kingdom","Lead"
"2256",15417,28,508.8,284,"United Kingdom","Lead"
"3686",17391,3,508.8,480,"United Kingdom","Lead"
"1449",14317,24,508.58,255,"United Kingdom","Lead"
"4102",17958,7,508.46,84,"United Kingdom","Lead"
"3926",17712,28,507.91,203,"United Kingdom","Lead"
"3704",17415,14,507.84,114,"United Kingdom","Lead"
"1816",14820,29,507.29,253,"United Kingdom","Lead"
"2483",15721,91,507.08,409,"United Kingdom","Lead"
"3388",16960,101,507.05,304,"United Kingdom","Lead"
"1140",13885,28,506.8,182,"United Kingdom","Lead"
"3128",16614,26,506.19,223,"United Kingdom","Lead"
"1230",14014,39,505.18,1076,"United Kingdom","Lead"
"2001",15081,33,504.8,190,"United Kingdom","Lead"
"495",12991,31,503.76,405,"United Kingdom","Lead"
"3860",17630,26,503.6,158,"United Kingdom","Lead"
"3317",16863,26,502.8,409,"United Kingdom","Lead"
"1940",15006,144,502.09,302,"United Kingdom","Lead"
"1122",13865,30,501.56,204,"United Kingdom","Lead"
"2602",15881,29,501.39,260,"United Kingdom","Lead"
"584",13116,30,501.14,291,"United Kingdom","Lead"
"681",13247,25,501.12,328,"United Kingdom","Lead"
"3129",16616,33,500.42,370,"United Kingdom","Lead"
"3577",17235,27,500.06,184,"United Kingdom","Lead"
"2235",15389,1,500,400,"United Kingdom","Lead"
"1909",14958,42,499.68,129,"United Kingdom","Lead"
"1277",14077,42,499.42,268,"United Kingdom","Lead"
"2087",15193,19,499.32,144,"United Kingdom","Lead"
"1716",14681,7,498.95,76,"United Kingdom","Lead"
"3453",17053,13,498.48,122,"United Kingdom","Lead"
"3618",17298,30,498.42,387,"United Kingdom","Lead"
"3286",16820,26,497.61,307,"United Kingdom","Lead"
"2953",16368,76,497.43,260,"United Kingdom","Lead"
"2171",15300,28,496.44,292,"United Kingdom","Lead"
"1948",15018,31,496.21,189,"United Kingdom","Lead"
"3672",17374,28,495.77,85,"United Kingdom","Lead"
"2279",15448,28,494.64,232,"United Kingdom","Lead"
"2938",16352,28,494.44,300,"United Kingdom","Lead"
"3639",17333,28,494.25,375,"United Kingdom","Lead"
"339",12763,18,494.08,316,"Japan","Lead"
"2600",15877,129,493.28,371,"United Kingdom","Lead"
"1416",14270,29,492.65,197,"United Kingdom","Lead"
"2321",15507,46,492.36,162,"United Kingdom","Lead"
"1028",13732,33,491.86,498,"United Kingdom","Lead"
"1393",14236,15,490.86,310,"United Kingdom","Lead"
"1936",15000,77,490.52,218,"United Kingdom","Lead"
"1518",14416,14,490.22,326,"United Kingdom","Lead"
"434",12904,70,489.68,300,"United Kingdom","Lead"
"4182",18074,13,489.6,190,"United Kingdom","Lead"
"365",12809,25,489.31,220,"Portugal","Lead"
"3662",17361,29,488.2,157,"United Kingdom","Lead"
"1502",14396,73,487.99,225,"United Kingdom","Lead"
"2069",15165,27,487.75,160,"United Kingdom","Lead"
"3149",16643,27,487.51,269,"United Kingdom","Lead"
"748",13338,19,487.02,256,"United Kingdom","Lead"
"987",13675,25,486.82,330,"United Kingdom","Lead"
"3732",17453,19,486.72,219,"United Kingdom","Lead"
"2161",15287,20,486.69,433,"United Kingdom","Lead"
"613",13153,15,486.22,418,"United Kingdom","Lead"
"238",12639,22,486.1,201,"Sweden","Lead"
"1806",14805,44,485,108,"United Kingdom","Lead"
"2023",15109,28,484.95,131,"United Kingdom","Lead"
"3414",16999,23,484.82,294,"United Kingdom","Lead"
"3053",16504,86,484.38,524,"United Kingdom","Lead"
"3063",16518,40,484.32,327,"United Kingdom","Lead"
"1316",14130,67,483.86,258,"United Kingdom","Lead"
"890",13531,22,483.8,174,"United Kingdom","Lead"
"3042",16488,28,483.8,716,"United Kingdom","Lead"
"364",12808,28,483.65,188,"Portugal","Lead"
"1328",14147,5,483.4,108,"United Kingdom","Lead"
"3807",17555,106,483.26,349,"United Kingdom","Lead"
"1544",14450,40,483.25,241,"United Kingdom","Lead"
"3758",17495,26,482.56,217,"United Kingdom","Lead"
"3121",16603,34,482.47,480,"United Kingdom","Lead"
"4096",17950,71,482.2,366,"United Kingdom","Lead"
"126",12504,9,482.05,90,"Germany","Lead"
"3185",16693,60,482.01,204,"United Kingdom","Lead"
"4286",18216,26,481.75,200,"United Kingdom","Lead"
"2007",15091,30,480.71,346,"United Kingdom","Lead"
"3280",16812,15,479.35,81,"United Kingdom","Lead"
"2685",16008,33,478.78,323,"United Kingdom","Lead"
"2384",15589,29,478.53,243,"United Kingdom","Lead"
"3245",16768,54,478.09,196,"United Kingdom","Lead"
"243",12644,31,477.91,325,"Germany","Lead"
"566",13092,25,477.83,279,"United Kingdom","Lead"
"1450",14320,31,477.79,325,"United Kingdom","Lead"
"1337",14158,39,477.66,757,"United Kingdom","Lead"
"83",12447,26,476.49,190,"Belgium","Lead"
"4257",18176,30,476.35,283,"United Kingdom","Lead"
"630",13176,71,475.89,452,"United Kingdom","Lead"
"1836",14853,9,475.8,82,"United Kingdom","Lead"
"1580",14497,29,475.37,235,"United Kingdom","Lead"
"2525",15780,29,475.28,220,"United Kingdom","Lead"
"2207",15349,72,473.81,327,"United Kingdom","Lead"
"2362",15557,20,473.65,219,"United Kingdom","Lead"
"2957",16374,111,473.03,240,"United Kingdom","Lead"
"1229",14013,34,473.02,462,"United Kingdom","Lead"
"2711",16038,26,471.78,244,"United Kingdom","Lead"
"3331",16885,101,471.51,184,"United Kingdom","Lead"
"548",13066,48,470.8,322,"United Kingdom","Lead"
"2654",15963,28,470.76,298,"United Kingdom","Lead"
"1529",14431,17,470.36,130,"United Kingdom","Lead"
"2297",15471,77,469.48,266,"United Kingdom","Lead"
"1955",15026,61,469,285,"United Kingdom","Lead"
"1870",14896,43,468.77,279,"United Kingdom","Lead"
"2050",15142,25,468.74,341,"United Kingdom","Lead"
"627",13171,46,468.41,229,"United Kingdom","Lead"
"1460",14335,63,468.26,379,"Germany","Lead"
"1240",14029,15,467.66,198,"United Kingdom","Lead"
"2295",15468,24,467.51,155,"United Kingdom","Lead"
"922",13579,23,467.04,176,"United Kingdom","Lead"
"1367",14205,24,466.7,204,"United Kingdom","Lead"
"682",13248,26,465.68,305,"United Kingdom","Lead"
"1964",15036,127,465.55,327,"United Kingdom","Lead"
"3512",17140,20,465.32,302,"United Kingdom","Lead"
"3221",16742,1,464.9,1,"United Kingdom","Lead"
"1168",13928,27,464.57,129,"United Kingdom","Lead"
"3107",16586,8,463.95,95,"United Kingdom","Lead"
"1918",14967,6,463.8,140,"United Kingdom","Lead"
"353",12787,20,463.66,261,"Netherlands","Lead"
"3706",17418,30,463.46,289,"United Kingdom","Lead"
"1574",14489,30,463.38,299,"United Kingdom","Lead"
"464",12945,23,462.95,165,"United Kingdom","Lead"
"1456",14331,28,462.66,252,"United Kingdom","Lead"
"1558",14470,43,461.19,193,"United Kingdom","Lead"
"37",12391,100,460.89,300,"Cyprus","Lead"
"3288",16824,26,460.64,236,"United Kingdom","Lead"
"3273",16805,98,460.59,539,"United Kingdom","Lead"
"117",12491,26,460.4,260,"France","Lead"
"9",12355,13,459.4,240,"Bahrain","Lead"
"3109",16589,33,459.24,368,"United Kingdom","Lead"
"4042",17880,26,458.92,314,"United Kingdom","Lead"
"2508",15754,28,458.57,199,"United Kingdom","Lead"
"869",13506,26,458.52,324,"United Kingdom","Lead"
"3687",17392,62,457.91,320,"United Kingdom","Lead"
"2008",15092,26,457.81,135,"United Kingdom","Lead"
"2034",15121,28,457.72,199,"United Kingdom","Lead"
"26",12375,17,457.5,178,"Finland","Lead"
"792",13398,26,457.34,281,"United Kingdom","Lead"
"500",12999,28,455.88,342,"United Kingdom","Lead"
"1594",14513,12,455.59,361,"United Kingdom","Lead"
"2382",15585,31,455.3,320,"United Kingdom","Lead"
"3071",16529,30,455.25,198,"United Kingdom","Lead"
"4106",17964,103,454.75,300,"United Kingdom","Lead"
"850",13485,23,454.24,277,"United Kingdom","Lead"
"3813",17564,49,454.01,146,"United Kingdom","Lead"
"4243",18158,34,453.4,354,"United Kingdom","Lead"
"314",12729,26,453.01,233,"France","Lead"
"4179",18071,25,453,260,"United Kingdom","Lead"
"1354",14184,24,452.89,127,"United Kingdom","Lead"
"198",12591,26,452.85,228,"Italy","Lead"
"481",12970,151,452.24,310,"United Kingdom","Lead"
"3102",16574,28,451.44,416,"United Kingdom","Lead"
"2542",15802,1,451.42,1,"United Kingdom","Lead"
"1346",14173,29,450.84,150,"United Kingdom","Lead"
"3440",17040,15,449.73,181,"United Kingdom","Lead"
"854",13489,14,449.52,560,"United Kingdom","Lead"
"84",12448,22,449.45,243,"Spain","Lead"
"2496",15739,8,449.12,472,"United Kingdom","Lead"
"3823",17579,50,448.9,258,"United Kingdom","Lead"
"1788",14780,27,447.68,310,"United Kingdom","Lead"
"2285",15456,60,447.22,660,"United Kingdom","Lead"
"2221",15368,4,446.94,230,"United Kingdom","Lead"
"2608",15889,93,446.87,215,"United Kingdom","Lead"
"1330",14149,28,446.62,218,"United Kingdom","Lead"
"3668",17370,33,446.18,540,"United Kingdom","Lead"
"3546",17190,19,444.74,161,"United Kingdom","Lead"
"4136",18006,22,444.68,220,"United Kingdom","Lead"
"1683",14638,16,443.6,166,"United Kingdom","Lead"
"2979",16404,23,443.05,157,"United Kingdom","Lead"
"4292",18222,19,443,335,"United Kingdom","Lead"
"1290",14093,105,442.85,406,"United Kingdom","Lead"
"186",12579,29,440.42,285,"France","Lead"
"1236",14022,28,440,487,"United Kingdom","Lead"
"2335",15524,1,440,4,"United Kingdom","Lead"
"4303",18233,1,440,4,"United Kingdom","Lead"
"1189",13954,25,439.92,150,"United Kingdom","Lead"
"2701",16025,28,439.66,338,"United Kingdom","Lead"
"766",13359,23,439.56,161,"United Kingdom","Lead"
"3394",16968,31,439.43,326,"United Kingdom","Lead"
"2300",15475,28,439.11,307,"United Kingdom","Lead"
"765",13358,29,439.03,285,"United Kingdom","Lead"
"1418",14272,33,437.96,599,"United Kingdom","Lead"
"165",12552,20,437.82,88,"Italy","Lead"
"2708",16034,22,437.7,242,"United Kingdom","Lead"
"199",12592,18,437.6,290,"Germany","Lead"
"2741",16084,38,436.18,216,"United Kingdom","Lead"
"2356",15551,29,436.06,218,"United Kingdom","Lead"
"3377",16948,19,435.02,1614,"United Kingdom","Lead"
"1880",14910,30,434.35,238,"United Kingdom","Lead"
"1551",14460,16,434.34,881,"United Kingdom","Lead"
"119",12493,22,433.74,207,"France","Lead"
"3437",17035,28,433.53,229,"United Kingdom","Lead"
"1336",14157,48,432.88,284,"United Kingdom","Lead"
"2860",16236,20,432.2,184,"United Kingdom","Lead"
"3327",16881,1,432,600,"United Kingdom","Lead"
"2663",15976,98,430.94,277,"United Kingdom","Lead"
"88",12452,22,430.57,185,"Switzerland","Lead"
"679",13245,16,430.5,125,"United Kingdom","Lead"
"360",12795,14,430.48,68,"Portugal","Lead"
"379",12827,25,430.15,197,"United Kingdom","Lead"
"2426",15646,34,429.94,388,"United Kingdom","Lead"
"1935",14998,75,429.87,270,"United Kingdom","Lead"
"2281",15450,30,429.84,376,"United Kingdom","Lead"
"3330",16884,26,429.84,320,"United Kingdom","Lead"
"2117",15230,23,429.6,351,"United Kingdom","Lead"
"939",13602,23,428.89,267,"United Kingdom","Lead"
"2652",15957,42,428.89,211,"United Kingdom","Lead"
"2917",16324,118,428.68,282,"United Kingdom","Lead"
"4034",17869,40,428.18,111,"United Kingdom","Lead"
"310",12725,24,427.8,164,"Italy","Lead"
"46",12403,5,427.7,96,"Denmark","Lead"
"323",12740,27,427.6,342,"France","Lead"
"363",12802,25,427.58,314,"Netherlands","Lead"
"2677",15994,35,427.07,177,"United Kingdom","Lead"
"3567",17223,49,426.79,112,"United Kingdom","Lead"
"2633",15930,21,426.63,139,"United Kingdom","Lead"
"1428",14288,16,426.6,188,"United Kingdom","Lead"
"2420",15639,25,425.32,323,"United Kingdom","Lead"
"3256",16780,60,425.19,271,"United Kingdom","Lead"
"3669",17371,87,423.89,152,"United Kingdom","Lead"
"603",13140,46,423.72,186,"United Kingdom","Lead"
"2768",16119,16,423.36,240,"United Kingdom","Lead"
"174",12564,20,423,131,"France","Lead"
"4154",18034,112,422.88,561,"United Kingdom","Lead"
"3786",17525,9,422.7,82,"United Kingdom","Lead"
"840",13473,21,422.64,266,"United Kingdom","Lead"
"3182",16689,13,422.6,330,"United Kingdom","Lead"
"4308",18240,6,422.58,126,"United Kingdom","Lead"
"3574",17232,36,421.52,203,"United Kingdom","Lead"
"1771",14757,19,420.5,160,"United Kingdom","Lead"
"2097",15206,9,420.3,162,"United Kingdom","Lead"
"1310",14124,5,419.58,1618,"United Kingdom","Lead"
"2215",15361,7,418.92,336,"United Kingdom","Lead"
"2656",15967,84,418.83,211,"United Kingdom","Lead"
"200",12593,21,418.1,206,"France","Lead"
"3916",17701,24,417.95,109,"United Kingdom","Lead"
"1944",15012,127,417.94,229,"United Kingdom","Lead"
"3141",16629,64,417.73,493,"United Kingdom","Lead"
"946",13615,23,417.69,189,"United Kingdom","Lead"
"3218",16737,1,417.6,288,"United Kingdom","Lead"
"385",12833,24,417.38,156,"United Kingdom","Lead"
"4133",18001,58,417.23,363,"United Kingdom","Lead"
"622",13166,41,417.2,216,"United Kingdom","Lead"
"3283",16816,28,417.06,274,"United Kingdom","Lead"
"1144",13889,15,416.9,146,"United Kingdom","Lead"
"2636",15935,12,416.86,115,"United Kingdom","Lead"
"3386",16957,16,416.64,172,"United Kingdom","Lead"
"562",13085,22,416.08,216,"United Kingdom","Lead"
"1321",14139,26,415.82,510,"United Kingdom","Lead"
"2543",15803,8,415.82,290,"United Kingdom","Lead"
"453",12930,25,415.8,252,"United Kingdom","Lead"
"187",12580,24,415.7,238,"Germany","Lead"
"2487",15725,32,415.25,221,"United Kingdom","Lead"
"1458",14333,15,415.2,58,"United Kingdom","Lead"
"3267",16795,66,414.88,239,"United Kingdom","Lead"
"496",12993,27,414.76,240,"United Kingdom","Lead"
"2861",16239,19,414.2,228,"United Kingdom","Lead"
"3752",17483,21,414.04,191,"United Kingdom","Lead"
"3296",16834,24,413.46,358,"United Kingdom","Lead"
"1670",14620,26,412.78,214,"United Kingdom","Lead"
"2358",15553,55,412.23,431,"United Kingdom","Lead"
"2334",15523,10,412.01,132,"United Kingdom","Lead"
"2884",16272,25,411.7,224,"United Kingdom","Lead"
"4069",17913,59,411.6,289,"United Kingdom","Lead"
"1710",14670,132,411.53,337,"United Kingdom","Lead"
"2083",15186,19,411.41,215,"United Kingdom","Lead"
"3452",17052,90,411.25,259,"United Kingdom","Lead"
"2014",15099,23,410.48,343,"United Kingdom","Lead"
"2464",15695,22,409.98,212,"United Kingdom","Lead"
"1256",14048,85,409.93,288,"United Kingdom","Lead"
"1470",14348,18,409.57,183,"United Kingdom","Lead"
"494",12990,13,409.5,200,"United Kingdom","Lead"
"2113",15225,23,409.4,226,"United Kingdom","Lead"
"2865",16243,51,409.1,110,"United Kingdom","Lead"
"2695",16018,28,408.9,190,"United Kingdom","Lead"
"2149",15269,2,408.8,26,"United Kingdom","Lead"
"2974",16399,73,408.57,264,"United Kingdom","Lead"
"2687",16010,86,407.5,210,"United Kingdom","Lead"
"2081",15184,63,406.76,223,"United Kingdom","Lead"
"2039",15127,16,406.53,251,"United Kingdom","Lead"
"3376",16947,21,406.48,312,"United Kingdom","Lead"
"2200",15342,24,406.09,283,"United Kingdom","Lead"
"1667",14616,3,406.08,104,"United Kingdom","Lead"
"2834",16204,57,405.71,231,"United Kingdom","Lead"
"4156",18036,96,405.62,234,"United Kingdom","Lead"
"447",12922,28,405.38,370,"United Kingdom","Lead"
"3508",17134,23,405.1,100,"United Kingdom","Lead"
"3676",17379,83,404.66,663,"United Kingdom","Lead"
"2638",15938,18,404.58,240,"United Kingdom","Lead"
"2912",16319,3,404.4,72,"United Kingdom","Lead"
"3040",16484,25,404.3,200,"United Kingdom","Lead"
"122",12498,23,403.7,159,"Germany","Lead"
"3717",17431,43,403.3,292,"United Kingdom","Lead"
"2109",15221,5,403.25,43,"United Kingdom","Lead"
"4082",17931,64,402.46,247,"United Kingdom","Lead"
"34",12386,10,401.9,354,"Australia","Lead"
"2064",15158,7,401.4,198,"United Kingdom","Lead"
"3051",16500,11,400.86,123,"United Kingdom","Lead"
"4206",18106,38,400.85,125,"United Kingdom","Lead"
"2829",16198,15,400.681,129,"United Kingdom","Lead"
"357",12792,25,400.54,217,"Portugal","Lead"
"3673",17375,69,400.1,367,"United Kingdom","Lead"
"4247",18164,24,399.65,184,"United Kingdom","Lead"
"685",13255,13,399.51,177,"United Kingdom","Lead"
"4240",18154,21,399.19,255,"United Kingdom","Lead"
"2333",15522,57,398.84,573,"United Kingdom","Lead"
"4004",17830,23,398.7,92,"United Kingdom","Lead"
"129",12508,69,398.27,272,"France","Lead"
"2214",15360,12,398.23,217,"United Kingdom","Lead"
"760",13352,24,397.98,321,"United Kingdom","Lead"
"2265",15429,82,397.35,380,"United Kingdom","Lead"
"4078",17926,21,397.29,306,"United Kingdom","Lead"
"377",12824,25,397.12,232,"United Kingdom","Lead"
"986",13673,65,396.92,119,"United Kingdom","Lead"
"3753",17486,24,396.87,191,"United Kingdom","Lead"
"2604",15883,49,396.48,223,"United Kingdom","Lead"
"4176",18067,37,396.33,189,"United Kingdom","Lead"
"2940",16354,39,395.8,150,"United Kingdom","Lead"
"1097",13827,92,395.1,140,"United Kingdom","Lead"
"3841",17603,11,394.72,74,"United Kingdom","Lead"
"1669",14619,20,394.44,152,"United Kingdom","Lead"
"2837",16207,19,394.38,140,"United Kingdom","Lead"
"2233",15386,31,394.14,446,"United Kingdom","Lead"
"2145",15264,23,393.74,265,"United Kingdom","Lead"
"2203",15345,20,393.54,81,"United Kingdom","Lead"
"3568",17226,21,393.49,406,"United Kingdom","Lead"
"1660",14600,25,393.33,125,"United Kingdom","Lead"
"2571",15837,24,391.98,189,"United Kingdom","Lead"
"3355",16917,9,391.52,232,"United Kingdom","Lead"
"488",12982,28,390.54,288,"United Kingdom","Lead"
"4086",17936,77,389.84,262,"United Kingdom","Lead"
"4149",18024,21,389.78,184,"United Kingdom","Lead"
"1766",14752,5,389.64,260,"United Kingdom","Lead"
"1129",13873,23,389.6,140,"United Kingdom","Lead"
"754",13345,20,389.5,141,"United Kingdom","Lead"
"2871",16250,24,389.44,208,"United Kingdom","Lead"
"2579",15847,22,389.27,449,"United Kingdom","Lead"
"281",12690,16,389.01,106,"France","Lead"
"3848",17614,99,388.82,237,"United Kingdom","Lead"
"3835",17595,83,388.79,229,"United Kingdom","Lead"
"2385",15592,24,388.58,354,"United Kingdom","Lead"
"1152",13899,19,388.52,156,"United Kingdom","Lead"
"1116",13856,14,388.5,494,"United Kingdom","Lead"
"3722",17438,17,388.45,103,"United Kingdom","Lead"
"3252",16776,76,388.28,262,"United Kingdom","Lead"
"1614",14538,19,388.25,155,"United Kingdom","Lead"
"3658",17357,45,388.14,153,"United Kingdom","Lead"
"3770",17508,22,387.31,289,"Greece","Lead"
"2441",15664,17,386.43,157,"United Kingdom","Lead"
"1787",14779,41,386.15,84,"United Kingdom","Lead"
"1092",13821,59,385.64,153,"United Kingdom","Lead"
"3925",17711,23,385.1,246,"United Kingdom","Lead"
"1161",13919,28,384.81,474,"Denmark","Lead"
"1101",13833,29,384.8,118,"United Kingdom","Lead"
"3588",17250,57,384.52,168,"United Kingdom","Lead"
"3555",17205,13,384.08,884,"United Kingdom","Lead"
"3401",16982,22,384.06,182,"United Kingdom","Lead"
"1974",15048,97,384.05,195,"United Kingdom","Lead"
"135",12515,16,383.7,131,"Italy","Lead"
"2273",15440,62,383.68,197,"United Kingdom","Lead"
